CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
15322.0,63,2,119059.59,3,2,3,About To Sleep
15325.0,103,1,105942.94,2,1,3,About To Sleep
15326.0,333,1,46542.63,1,1,2,Lost
15327.0,52,1,17256.41,3,1,1,About To Sleep
15329.0,34,5,186224.54,3,4,4,Potential Loyalist
15330.0,31,2,27886.0,4,2,1,Loyal Customers
15332.0,365,4,71107.08,1,4,2,At Risk
15333.0,207,1,47260.229999999996,1,1,2,Lost
15334.0,156,3,300051.31,2,3,4,At Risk
15335.0,53,1,87203.79,3,1,3,About To Sleep
15339.0,65,3,232546.62,3,3,4,Potential Loyalist
15341.0,80,1,33813.98,2,1,2,About To Sleep
15342.0,115,2,76247.25,2,2,3,About To Sleep
15343.0,86,1,68099.73,2,1,2,About To Sleep
15344.0,0,5,64185.93,5,4,2,Loyal Customers
15345.0,34,2,64276.96,3,2,2,About To Sleep
15346.0,332,1,43660.49,1,1,2,Lost
15347.0,365,1,8963.83,1,1,1,Lost
15348.0,71,1,25860.03,2,1,1,About To Sleep
15349.0,157,2,161713.7,2,2,4,About To Sleep
15350.0,372,1,24554.629999999997,1,1,1,Lost
15351.0,11,10,574898.07,4,5,5,Champions
15353.0,254,2,151091.88,1,2,4,Other
15355.0,28,2,31151.29,4,2,1,Loyal Customers
15356.0,30,10,1357179.8,4,5,5,Champions
15358.0,4,29,1401715.3,5,5,5,Champions
15360.0,39,1,28683.28,3,1,1,About To Sleep
15361.0,361,1,20391.49,1,1,1,Lost
15363.0,240,2,46762.2,1,2,2,Lost
15364.0,95,2,88458.99,2,2,3,About To Sleep
15365.0,25,9,377623.54,4,5,5,Champions
15366.0,74,2,86301.05,2,2,3,About To Sleep
15367.0,56,5,253022.76,3,4,4,Potential Loyalist
15368.0,20,1,5382.3099999999995,4,1,1,New Customers
15369.0,143,1,1912.24,2,1,1,About To Sleep
15370.0,40,8,257635.12,3,5,4,Potential Loyalist
15372.0,136,1,63408.86,2,1,2,About To Sleep
15373.0,7,13,301502.96,5,5,4,Champions
15374.0,128,1,4343.29,2,1,1,About To Sleep
15376.0,39,3,299561.55,3,3,4,Potential Loyalist
15379.0,168,8,489603.47,2,5,5,At Risk
15380.0,8,6,72028.27,5,4,2,Loyal Customers
15381.0,213,2,22771.36,1,2,1,Lost
15382.0,14,8,777056.54,4,5,5,Champions
15384.0,169,3,137981.91,2,3,3,At Risk
15385.0,39,1,43200.21,3,1,2,About To Sleep
15386.0,185,1,68538.76,1,1,2,Lost
15388.0,269,1,23747.18,1,1,1,Lost
15389.0,171,1,3014.8,2,1,1,About To Sleep
15392.0,4,5,216243.03,5,4,4,Champions
15393.0,15,2,26924.25,4,2,1,Loyal Customers
15394.0,9,4,188726.96,5,4,4,Champions
15395.0,325,1,21384.120000000003,1,1,1,Lost
15396.0,112,1,35947.84,2,1,2,About To Sleep
15397.0,289,1,15473.33,1,1,1,Lost
15398.0,15,3,208765.11,4,3,4,Loyal Customers
15399.0,0,3,133328.59,5,3,3,Loyal Customers
15400.0,91,6,36908.55,2,4,2,At Risk
15402.0,148,2,124007.96,2,2,3,About To Sleep
15405.0,188,1,24364.06,1,1,1,Lost
15406.0,17,4,177768.67,4,4,4,Champions
15407.0,33,4,366086.57,3,4,5,Potential Loyalist
15408.0,263,1,82521.97,1,1,3,Other
15410.0,83,8,366483.04,2,5,5,At Risk
15411.0,25,5,258476.16,4,4,4,Champions
15412.0,170,1,20207.93,2,1,1,About To Sleep
15414.0,9,3,110805.28,5,3,3,Loyal Customers
15415.0,312,1,165772.26,1,1,4,Other
15416.0,64,5,503646.03,3,4,5,Potential Loyalist
15417.0,84,1,81972.28,2,1,3,About To Sleep
15419.0,24,1,13410.31,4,1,1,New Customers
15421.0,58,4,143274.02,3,4,3,Potential Loyalist
15422.0,322,2,21296.42,1,2,1,Lost
15423.0,37,1,6874.91,3,1,1,About To Sleep
15424.0,253,2,46607.89,1,2,2,Lost
15426.0,18,7,803410.97,4,5,5,Champions
15427.0,32,3,776290.86,3,3,5,Potential Loyalist
15428.0,14,1,16034.380000000001,4,1,1,New Customers
15429.0,26,3,204637.66999999998,4,3,4,Loyal Customers
15432.0,22,1,21852.21,4,1,1,New Customers
15433.0,78,3,131825.52,2,3,3,At Risk
15434.0,7,6,162719.38,5,4,4,Champions
15435.0,21,1,89826.77,4,1,3,New Customers
15436.0,11,3,839294.89,4,3,5,Loyal Customers
15437.0,261,1,111104.41,1,1,3,Other
15438.0,130,1,53429.479999999996,2,1,2,About To Sleep
15440.0,54,3,178169.97,3,3,4,Potential Loyalist
15442.0,248,1,8638.78,1,1,1,Lost
15443.0,1,8,1008499.6900000001,5,5,5,Champions
15444.0,8,2,554658.28,5,2,5,Loyal Customers
15445.0,263,1,15373.469999999998,1,1,1,Lost
15447.0,330,1,21484.559999999998,1,1,1,Lost
15448.0,312,1,55915.71000000001,1,1,2,Lost
15449.0,25,5,149910.77,4,4,4,Champions
15450.0,29,1,57181.49,4,1,2,New Customers
15452.0,29,3,140940.55000000002,4,3,3,Loyal Customers
15453.0,1,7,717510.52,5,5,5,Champions
15454.0,361,1,63078.38,1,1,2,Lost
15456.0,282,3,158259.07,1,3,4,At Risk
15457.0,261,1,127291.53,1,1,3,Other
15458.0,24,1,31385.510000000002,4,1,1,New Customers
15460.0,353,1,165826.93,1,1,4,Other
15462.0,93,3,29718.45,2,3,1,At Risk
15463.0,28,1,14955.63,4,1,1,New Customers
15464.0,337,1,363829.17,1,1,5,Other
15465.0,19,24,260193.7,4,5,4,Champions
15466.0,84,1,127575.57,2,1,3,About To Sleep
15467.0,8,4,112235.11,5,4,3,Loyal Customers
15468.0,34,5,88766.7,3,4,3,Potential Loyalist
15469.0,42,4,66105.74,3,4,2,Potential Loyalist
15471.0,1,1,217343.84,5,1,4,New Customers
15472.0,112,1,217676.33,2,1,4,About To Sleep
15473.0,13,10,35057.88,4,5,2,Loyal Customers
15475.0,76,1,75764.02,2,1,3,About To Sleep
15478.0,39,2,137500.03,3,3,3,Potential Loyalist
15480.0,115,1,142787.57,2,1,3,About To Sleep
15482.0,15,16,329995.87,4,5,5,Champions
15483.0,160,4,219486.07,2,4,4,At Risk
15484.0,0,5,458524.26,5,4,5,Champions
15485.0,29,3,231567.55,4,3,4,Loyal Customers
15488.0,92,1,5192.0599999999995,2,1,1,About To Sleep
15489.0,22,4,170414.2,4,4,4,Champions
15491.0,94,7,364834.05,2,5,5,At Risk
15492.0,27,2,81221.1,4,3,3,Loyal Customers
15493.0,32,7,770397.76,3,5,5,Potential Loyalist
15494.0,20,2,364828.03,4,3,5,Loyal Customers
15497.0,17,3,45690.03,4,3,2,Loyal Customers
15498.0,0,35,1343480.24,5,5,5,Champions
15500.0,7,4,155943.32,5,4,4,Champions
15502.0,15,23,637110.68,4,5,5,Champions
15503.0,362,1,170534.13,1,1,4,Other
15504.0,80,1,26349.42,2,1,1,About To Sleep
15505.0,52,7,261461.31,3,5,4,Potential Loyalist
15506.0,22,3,389258.1,4,3,5,Loyal Customers
15507.0,171,1,137680.73,2,1,3,About To Sleep
15508.0,188,6,242864.61,1,4,4,At Risk
15510.0,330,1,8953.49,1,1,1,Lost
15511.0,11,5,411682.66000000003,4,4,5,Champions
15512.0,155,2,10519.96,2,3,1,At Risk
15513.0,30,22,789459.66,4,5,5,Champions
15514.0,11,13,584009.43,4,5,5,Champions
15516.0,44,3,33221.14,3,3,1,Potential Loyalist
15517.0,232,1,61356.619999999995,1,1,2,Lost
15518.0,63,13,532850.03,3,5,5,Potential Loyalist
15520.0,1,1,46771.76,5,1,2,New Customers
15521.0,35,13,550372.76,3,5,5,Potential Loyalist
15522.0,32,2,150393.63,3,3,4,Potential Loyalist
15523.0,83,1,18441.09,2,1,1,About To Sleep
15524.0,24,1,17.36,4,1,1,New Customers
15525.0,1,4,488956.78,5,4,5,Champions
15526.0,32,2,3764.87,3,3,1,Potential Loyalist
15527.0,18,10,428057.43,4,5,5,Champions
15528.0,253,1,65175.73,1,1,2,Lost
15529.0,22,12,1746067.58,4,5,5,Champions
15530.0,21,4,283100.58,4,4,4,Champions
15531.0,7,2,579039.01,5,3,5,Loyal Customers
15532.0,24,6,682296.06,4,4,5,Champions
15533.0,18,5,234525.7,4,4,4,Champions
15535.0,172,7,194153.43,2,5,4,At Risk
15537.0,162,1,69117.01,2,1,2,About To Sleep
15539.0,6,1,104983.72,5,1,3,New Customers
15540.0,10,1,38104.13,5,1,2,New Customers
15541.0,113,1,80915.09,2,1,3,About To Sleep
15543.0,287,1,92034.2,1,1,3,Other
15544.0,8,11,703183.76,5,5,5,Champions
15545.0,53,2,227690.92,3,3,4,Potential Loyalist
15547.0,6,14,1740523.93,5,5,5,Champions
15549.0,76,4,284510.93,2,4,4,At Risk
15550.0,3,4,150879.22,5,4,4,Champions
15551.0,36,1,67943.48000000001,3,1,2,About To Sleep
15552.0,216,1,41923.73,1,1,2,Lost
15553.0,59,1,133602.61000000002,3,1,3,About To Sleep
15554.0,277,1,45305.67,1,1,2,Lost
15555.0,11,20,2309352.21,4,5,5,Champions
15556.0,23,1,99012.66,4,1,3,New Customers
15557.0,28,1,55070.740000000005,4,1,2,New Customers
15561.0,11,5,54702.23,4,4,2,Loyal Customers
15562.0,351,1,4587.26,1,1,1,Lost
15563.0,8,7,305318.56,5,5,4,Champions
15565.0,49,2,32280.18,3,3,1,Potential Loyalist
15567.0,18,1,20363.66,4,1,1,New Customers
15568.0,2,3,132196.29,5,3,3,Loyal Customers
15569.0,103,5,74487.05,2,4,2,At Risk
15570.0,6,13,895418.44,5,5,5,Champions
15571.0,11,4,171095.52,4,4,4,Champions
15572.0,4,7,582108.74,5,5,5,Champions
15573.0,31,2,283648.52999999997,4,3,4,Loyal Customers
15574.0,177,4,405525.08,2,4,5,At Risk
15576.0,37,1,114422.41,3,1,3,About To Sleep
15577.0,150,3,94418.20999999999,2,3,3,At Risk
15578.0,161,1,21817.59,2,1,1,About To Sleep
15579.0,68,2,124440.1,3,3,3,Potential Loyalist
15581.0,120,14,392245.92,2,5,5,At Risk
15582.0,24,3,104583.39,4,3,3,Loyal Customers
15584.0,23,5,349355.79,4,4,5,Champions
15585.0,176,1,87126.11,2,1,3,About To Sleep
15587.0,49,4,32967.409999999996,3,4,1,Potential Loyalist
15589.0,252,4,75590.85,1,4,3,At Risk
15590.0,288,1,894.04,1,1,1,Lost
15592.0,46,1,61658.22,3,1,2,About To Sleep
15593.0,70,1,16642.55,3,1,1,About To Sleep
15594.0,15,6,266118.83,4,4,4,Champions
15596.0,100,9,222784.74,2,5,4,At Risk
15597.0,29,2,61114.33,4,3,2,Loyal Customers
15598.0,34,3,30247.129999999997,3,3,1,Potential Loyalist
15599.0,26,2,130660.58,4,3,3,Loyal Customers
15601.0,10,17,1020057.74,5,5,5,Champions
15602.0,7,15,132924.27,5,5,3,Loyal Customers
15603.0,78,1,6904.26,2,1,1,About To Sleep
15604.0,51,1,62155.46000000001,3,1,2,About To Sleep
15605.0,35,5,163416.54,3,4,4,Potential Loyalist
15606.0,56,11,232275.72,3,5,4,Potential Loyalist
15607.0,336,1,30511.05,1,1,1,Lost
15608.0,27,4,163959.19,4,4,4,Champions
15609.0,182,2,41951.479999999996,1,3,2,At Risk
15610.0,51,1,17343.2,3,1,1,About To Sleep
15611.0,9,15,98095.87,5,5,3,Loyal Customers
15612.0,35,2,12945.619999999999,3,3,1,Potential Loyalist
15615.0,9,27,1059218.19,5,5,5,Champions
15618.0,32,5,114613.79,3,4,3,Potential Loyalist
15619.0,10,1,8305.26,5,1,1,New Customers
15620.0,49,6,255511.49,3,4,4,Potential Loyalist
15621.0,3,6,44950.020000000004,5,4,2,Loyal Customers
15622.0,2,16,591672.22,5,5,5,Champions
15623.0,140,1,39419.06,2,1,2,About To Sleep
15624.0,116,4,95593.59999999999,2,4,3,At Risk
15625.0,99,8,164781.57,2,5,4,At Risk
15626.0,74,2,163943.55,2,3,4,At Risk
15628.0,4,10,406615.38,5,5,5,Champions
15630.0,44,3,165168.79,3,3,4,Potential Loyalist
15632.0,15,10,489687.68,4,5,5,Champions
15634.0,16,1,37458.85,4,1,2,New Customers
15636.0,89,2,48919.47,2,3,2,At Risk
15637.0,52,1,31390.09,3,1,1,About To Sleep
15638.0,300,1,2292.45,1,1,1,Lost
15639.0,133,1,72765.75,2,1,2,About To Sleep
15640.0,3,17,1250392.87,5,5,5,Champions
15641.0,104,4,308849.67,2,4,4,At Risk
15643.0,178,6,95409.9,1,4,3,At Risk
15644.0,165,4,621850.7,2,4,5,At Risk
15645.0,18,1,95936.59,4,1,3,New Customers
15646.0,157,4,50604.57,2,4,2,At Risk
15648.0,203,4,92179.83,1,4,3,At Risk
15649.0,335,2,3012.3900000000003,1,3,1,At Risk
15651.0,36,3,73583.1,3,3,2,Potential Loyalist
15652.0,90,1,42357.64,2,1,2,About To Sleep
15653.0,92,2,19253.39,2,3,1,At Risk
15654.0,8,2,56327.11,5,3,2,Loyal Customers
15655.0,232,2,81654.03,1,3,3,At Risk
15656.0,44,4,111077.15,3,4,3,Potential Loyalist
15657.0,22,1,434.52,4,1,1,New Customers
15658.0,189,8,133555.49,1,5,3,At Risk
15659.0,43,1,29663.95,3,1,1,About To Sleep
15660.0,24,12,218573.09,4,5,4,Champions
15661.0,316,2,14704.5,1,3,1,At Risk
15663.0,105,1,27068.28,2,1,1,About To Sleep
15664.0,50,2,44693.45,3,3,2,Potential Loyalist
15665.0,167,2,308990.86,2,3,4,At Risk
15667.0,39,1,21881.62,3,1,1,About To Sleep
15668.0,217,1,760.43,1,1,1,Lost
15669.0,39,5,69187.27,3,4,2,Potential Loyalist
15670.0,296,1,22936.29,1,1,1,Lost
15671.0,18,10,222182.93,4,5,4,Champions
15673.0,87,4,383281.81,2,4,5,At Risk
15674.0,72,8,341855.73,2,5,5,At Risk
15675.0,80,3,58283.5,2,3,2,At Risk
15676.0,8,5,567816.43,5,4,5,Champions
15677.0,48,1,93422.14,3,1,3,About To Sleep
15678.0,52,1,31340.77,3,1,1,About To Sleep
15679.0,23,4,310889.1,4,4,4,Champions
15680.0,8,3,193252.57,5,3,4,Loyal Customers
15681.0,17,6,158992.58,4,4,4,Champions
15683.0,116,1,9077.76,2,1,1,About To Sleep
15687.0,8,11,471447.7,5,5,5,Champions
15689.0,119,2,21886.13,2,3,1,At Risk
15690.0,3,2,51742.18,5,3,2,Loyal Customers
15691.0,251,1,2958.03,1,1,1,Lost
15692.0,27,1,24228.23,4,1,1,New Customers
15694.0,0,15,198549.57,5,5,4,Champions
15695.0,266,2,41819.81,1,3,2,At Risk
15696.0,32,12,451579.09,3,5,5,Potential Loyalist
15699.0,17,1,33030.16,4,1,1,New Customers
15700.0,171,3,185057.03,2,3,4,At Risk
15701.0,1,4,688974.68,5,4,5,Champions
15703.0,264,1,23316.34,1,1,1,Lost
15704.0,139,4,327049.11,2,4,5,At Risk
15705.0,200,1,11663.310000000001,1,1,1,Lost
15706.0,59,7,151557.84,3,5,4,Potential Loyalist
15707.0,34,4,554708.34,3,4,5,Potential Loyalist
15708.0,40,11,689960.33,3,5,5,Potential Loyalist
15709.0,283,1,17119.31,1,1,1,Lost
15712.0,8,5,121004.2,5,4,3,Loyal Customers
15713.0,142,3,38125.159999999996,2,3,2,At Risk
15714.0,11,2,99358.83,4,3,3,Loyal Customers
15716.0,145,4,332470.18,2,4,5,At Risk
15717.0,233,1,13673.759999999998,1,1,1,Lost
15719.0,32,14,2451257.26,3,5,5,Potential Loyalist
15720.0,23,1,338284.19,4,1,5,New Customers
15721.0,11,1,221652.91999999998,4,1,4,New Customers
15722.0,35,6,210919.46,3,4,4,Potential Loyalist
15723.0,364,1,99337.08,1,1,3,Other
15724.0,200,3,17238.25,1,3,1,At Risk
15725.0,14,1,76269.62,4,1,3,New Customers
15727.0,16,7,754731.97,4,5,5,Champions
15728.0,48,1,7597.360000000001,3,1,1,About To Sleep
15729.0,197,2,16323.619999999999,1,3,1,At Risk
15730.0,65,4,199495.92,3,4,4,Potential Loyalist
15732.0,211,2,37891.05,1,3,2,At Risk
15733.0,282,1,21157.66,1,1,1,Lost
15734.0,114,2,48323.38,2,3,2,At Risk
15737.0,14,12,206900.23,4,5,4,Champions
15738.0,18,19,461495.55,4,5,5,Champions
15739.0,65,1,21479.84,3,1,1,About To Sleep
15740.0,48,1,11512.52,3,1,1,About To Sleep
15743.0,15,4,248056.65,4,4,4,Champions
15744.0,77,1,8194.369999999999,2,1,1,About To Sleep
15745.0,8,6,140339.76,5,4,3,Loyal Customers
15746.0,133,2,64585.29,2,3,2,At Risk
15747.0,12,3,252593.86000000002,4,3,4,Loyal Customers
15748.0,39,1,53173.65,3,1,2,About To Sleep
15749.0,234,4,35642.72,1,4,2,At Risk
15750.0,2,9,790793.98,5,5,5,Champions
15752.0,39,8,998605.21,3,5,5,Potential Loyalist
15753.0,304,1,30.82,1,1,1,Lost
15754.0,50,4,75881.52,3,4,3,Potential Loyalist
15755.0,0,8,387562.6,5,5,5,Champions
15756.0,60,4,491048.7,3,4,5,Potential Loyalist
15757.0,65,2,120115.14,3,3,3,Potential Loyalist
15758.0,24,1,24984.46,4,1,1,New Customers
15759.0,217,3,7753.53,1,3,1,At Risk
15762.0,64,2,99238.39,3,3,3,Potential Loyalist
15763.0,31,3,172407.57,4,3,4,Loyal Customers
15764.0,80,10,518900.75,2,5,5,At Risk
15766.0,63,1,35082.770000000004,3,1,2,About To Sleep
15768.0,115,4,67521.39,2,4,2,At Risk
15769.0,6,29,434335.82,5,5,5,Champions
15773.0,5,1,26543.190000000002,5,1,1,New Customers
15774.0,68,1,66993.43000000001,3,1,2,About To Sleep
15775.0,244,1,18077.72,1,1,1,Lost
15776.0,132,1,40614.22,2,1,2,About To Sleep
15777.0,240,5,60488.22,1,4,2,At Risk
15780.0,183,3,89571.81999999999,1,3,3,At Risk
15781.0,24,4,37233.270000000004,4,4,2,Loyal Customers
15782.0,9,4,119314.33,5,4,3,Loyal Customers
15783.0,10,1,31913.07,5,1,1,New Customers
15785.0,29,8,239755.66999999998,4,5,4,Champions
15786.0,43,5,701330.28,3,4,5,Potential Loyalist
15787.0,25,3,560263.45,4,3,5,Loyal Customers
15789.0,357,1,68022.52,1,1,2,Lost
15790.0,9,1,89698.88,5,1,3,New Customers
15791.0,43,3,184543.53,3,3,4,Potential Loyalist
15793.0,8,4,37173.92,5,4,2,Loyal Customers
15795.0,149,1,124548.41,2,1,3,About To Sleep
15796.0,0,10,331071.07,5,5,5,Champions
15797.0,112,4,14599.87,2,4,1,At Risk
15799.0,75,3,218695.18,2,3,4,At Risk
15800.0,106,2,311049.14,2,3,4,At Risk
15801.0,45,4,171125.98,3,4,4,Potential Loyalist
15802.0,142,3,10236.45,2,3,1,At Risk
15803.0,50,1,20642.33,3,1,1,About To Sleep
15804.0,0,19,731742.78,5,5,5,Champions
15805.0,22,20,789810.32,4,5,5,Champions
15806.0,45,3,70826.18000000001,3,3,2,Potential Loyalist
15807.0,49,3,123015.75,3,3,3,Potential Loyalist
15808.0,305,5,513228.28,1,4,5,At Risk
15809.0,35,6,97762.42,3,4,3,Potential Loyalist
15810.0,78,7,270156.63,2,5,4,At Risk
15811.0,16,9,364717.92,4,5,5,Champions
15812.0,106,5,104714.42,2,4,3,At Risk
15813.0,207,2,103286.70999999999,1,3,3,At Risk
15814.0,2,6,202004.72,5,4,4,Champions
15815.0,63,5,119078.03,3,4,3,Potential Loyalist
15819.0,48,4,303279.99,3,4,4,Potential Loyalist
15820.0,319,1,48783.76,1,1,2,Lost
15821.0,43,2,146546.58,3,3,3,Potential Loyalist
15822.0,2,2,77533.95,5,3,3,Loyal Customers
15823.0,336,2,37647.21,1,3,2,At Risk
15825.0,171,1,51043.42,2,1,2,About To Sleep
15826.0,50,4,190609.38,3,4,4,Potential Loyalist
15827.0,72,20,357219.2,2,5,5,At Risk
15829.0,98,2,123641.52,2,3,3,At Risk
15830.0,28,2,108472.2,4,3,3,Loyal Customers
15831.0,57,4,173822.62,3,4,4,Potential Loyalist
15832.0,253,1,143751.38999999998,1,1,3,Other
15834.0,69,6,703152.25,3,4,5,Potential Loyalist
15835.0,43,4,147924.6,3,4,3,Potential Loyalist
15836.0,44,2,38903.270000000004,3,3,2,Potential Loyalist
15837.0,64,1,67371.87999999999,3,1,2,About To Sleep
15838.0,10,21,417247.56,5,5,5,Champions
15839.0,24,5,178093.0,4,4,4,Champions
15840.0,58,3,59506.06,3,3,2,Potential Loyalist
15841.0,63,6,119298.03,3,4,3,Potential Loyalist
15843.0,303,1,13559.6,1,1,1,Lost
15844.0,45,1,16465.78,3,1,1,About To Sleep
15845.0,17,10,360709.01,4,5,5,Champions
15847.0,37,2,59296.509999999995,3,3,2,Potential Loyalist
15850.0,18,2,216163.21,4,3,4,Loyal Customers
15852.0,186,2,51755.42,1,3,2,At Risk
15853.0,51,1,97897.75,3,1,3,About To Sleep
15854.0,3,12,346952.27,5,5,5,Champions
15855.0,136,5,196861.13,2,4,4,At Risk
15856.0,3,31,1736788.3800000001,5,5,5,Champions
15857.0,18,1,41088.39,4,1,2,New Customers
15858.0,15,5,444384.57,4,4,5,Champions
15860.0,40,8,360945.11,3,5,5,Potential Loyalist
15861.0,11,9,1400247.83,4,5,5,Champions
15862.0,7,4,351951.76,5,4,5,Champions
15863.0,25,2,40781.35,4,3,2,Loyal Customers
15864.0,21,8,62639.16,4,5,2,Loyal Customers
15865.0,40,3,96115.75,3,3,3,Potential Loyalist
15866.0,100,1,114880.76,2,1,3,About To Sleep
15867.0,4,16,1241683.28,5,5,5,Champions
15869.0,276,2,43372.22,1,3,2,At Risk
15870.0,32,1,200384.25,3,1,4,About To Sleep
15872.0,14,2,310889.18,4,3,4,Loyal Customers
15874.0,62,9,414660.17,3,5,5,Potential Loyalist
15877.0,1,3,389088.53,5,3,5,Loyal Customers
15880.0,368,2,285067.65,1,3,4,At Risk
15881.0,311,8,76068.28,1,5,3,At Risk
15882.0,198,5,76040.37,1,4,3,At Risk
15883.0,1,2,126589.67,5,3,3,Loyal Customers
15885.0,92,3,35378.94,2,3,2,At Risk
15886.0,59,1,27236.73,3,1,1,About To Sleep
15888.0,79,2,30217.52,2,3,1,At Risk
15889.0,156,2,220885.97,2,3,4,At Risk
15891.0,226,1,129673.66,1,1,3,Other
15894.0,252,2,93258.28,1,3,3,At Risk
15895.0,149,1,21648.5,2,1,1,About To Sleep
15897.0,193,2,67173.34,1,3,2,At Risk
15898.0,0,6,216602.52,5,4,4,Champions
15899.0,368,1,7612.73,1,1,1,Lost
15900.0,23,1,134308.3,4,1,3,New Customers
15901.0,16,3,309339.01,4,3,4,Loyal Customers
15903.0,9,8,216011.85,5,5,4,Champions
15904.0,7,1,80417.87,5,1,3,New Customers
15906.0,19,8,367012.05,4,5,5,Champions
15907.0,3,3,622606.91,5,3,5,Loyal Customers
15909.0,173,1,9215.56,2,1,1,About To Sleep
15910.0,0,8,645465.51,5,5,5,Champions
15912.0,177,2,57725.22,2,3,2,At Risk
15916.0,15,10,367136.85,4,5,5,Champions
15917.0,247,1,22862.09,1,1,1,Lost
15918.0,190,2,104998.32,1,3,3,At Risk
15919.0,19,2,377893.82,4,3,5,Loyal Customers
15920.0,153,4,163447.31,2,4,4,At Risk
15921.0,172,1,63571.7,2,1,2,About To Sleep
15922.0,371,2,33392.13,1,3,1,At Risk
15923.0,372,1,45287.51,1,1,2,Lost
15925.0,193,1,29938.809999999998,1,1,1,Lost
15930.0,66,1,60081.95,3,1,2,About To Sleep
15932.0,3,11,339899.97,5,5,5,Champions
15933.0,20,3,222375.5,4,3,4,Loyal Customers
15935.0,238,2,33678.24,1,3,2,At Risk
15937.0,63,1,19586.7,3,1,1,About To Sleep
15938.0,111,5,62031.979999999996,2,4,2,At Risk
15939.0,89,16,195236.39,2,5,4,At Risk
15940.0,310,2,3296.84,1,3,1,At Risk
15942.0,133,1,31904.850000000002,2,1,1,About To Sleep
15944.0,276,1,17672.07,1,1,1,Lost
15945.0,364,1,4651.2,1,1,1,Lost
15947.0,82,1,99088.21,2,1,3,About To Sleep
15948.0,7,2,137987.7,5,3,3,Loyal Customers
15949.0,16,2,61684.82,4,3,2,Loyal Customers
15950.0,1,5,307601.37,5,4,4,Champions
15951.0,0,3,100069.95,5,3,3,Loyal Customers
15952.0,33,4,260275.63,3,4,4,Potential Loyalist
15953.0,14,10,218682.84,4,5,4,Champions
15955.0,23,16,491424.88,4,5,5,Champions
15957.0,31,1,99337.45999999999,4,1,3,New Customers
15958.0,73,1,15566.01,2,1,1,About To Sleep
15963.0,19,2,55068.48,4,3,2,Loyal Customers
15965.0,16,4,337190.52,4,4,5,Champions
15967.0,22,2,199917.76,4,3,4,Loyal Customers
15969.0,2,4,46894.95,5,4,2,Loyal Customers
15970.0,303,1,31602.48,1,1,1,Lost
15971.0,17,12,104135.75,4,5,3,Loyal Customers
15973.0,235,3,18980.58,1,3,1,At Risk
15974.0,38,8,466409.48,3,5,5,Potential Loyalist
15975.0,83,1,52848.0,2,1,2,About To Sleep
15976.0,164,2,253643.83,2,3,4,At Risk
15977.0,16,2,179511.4,4,3,4,Loyal Customers
15978.0,76,1,120229.09,2,1,3,About To Sleep
15980.0,88,3,124926.19,2,3,3,At Risk
15981.0,24,8,241831.53,4,5,4,Champions
15983.0,21,4,283875.62,4,4,4,Champions
15984.0,2,11,659014.93,5,5,5,Champions
15985.0,122,3,93202.93000000001,2,3,3,At Risk
15986.0,29,1,27285.98,4,1,1,New Customers
15987.0,11,7,340160.68,4,5,5,Champions
15988.0,18,1,90382.23,4,1,3,New Customers
15990.0,43,2,109826.89,3,3,3,Potential Loyalist
15992.0,3,1,13814.35,5,1,1,New Customers
15993.0,8,10,1514417.61,5,5,5,Champions
15994.0,54,1,81246.75,3,1,3,About To Sleep
15996.0,87,7,350966.06,2,5,5,At Risk
15998.0,36,6,1331747.57,3,4,5,Potential Loyalist
16000.0,2,3,30718.879999999997,5,3,1,Loyal Customers
16003.0,29,5,310705.71,4,4,4,Champions
16005.0,11,4,546178.16,4,4,5,Champions
16006.0,210,1,16235.25,1,1,1,Lost
16007.0,47,4,930375.02,3,4,5,Potential Loyalist
16008.0,23,3,78396.55,4,3,3,Loyal Customers
16009.0,21,4,228691.03,4,4,4,Champions
16010.0,245,3,233372.4,1,3,4,At Risk
16011.0,7,16,515136.55,5,5,5,Champions
16012.0,34,3,272512.16,3,3,4,Potential Loyalist
16013.0,3,54,350606.38,5,5,5,Champions
16014.0,35,4,372120.11,3,4,5,Potential Loyalist
16015.0,3,4,432170.39,5,4,5,Champions
16016.0,2,10,648994.04,5,5,5,Champions
16017.0,46,1,66362.54000000001,3,1,2,About To Sleep
16018.0,38,2,72737.48,3,3,2,Potential Loyalist
16019.0,1,10,427618.41,5,5,5,Champions
16020.0,16,3,127194.16,4,3,3,Loyal Customers
16022.0,259,1,193514.6,1,1,4,Other
16023.0,45,3,296769.58999999997,3,3,4,Potential Loyalist
16024.0,11,1,151137.58,4,1,4,New Customers
16025.0,29,1,74332.48,4,1,2,New Customers
16026.0,42,1,81428.48999999999,3,1,3,About To Sleep
16027.0,91,7,43982.69,2,5,2,At Risk
16029.0,38,76,666040.41,3,5,5,Potential Loyalist
16030.0,309,1,87847.21,1,1,3,Other
16031.0,91,2,237616.98,2,3,4,At Risk
16033.0,5,27,2966264.28,5,5,5,Champions
16034.0,195,3,55518.229999999996,1,3,2,At Risk
16036.0,86,2,147952.31,2,3,3,At Risk
16037.0,269,3,84687.0,1,3,3,At Risk
16038.0,7,4,79090.83,5,4,3,Loyal Customers
16040.0,64,3,208075.45,3,3,4,Potential Loyalist
16041.0,30,3,16660.96,4,3,1,Loyal Customers
